,0,v1
714,well desper call armand,ham
715,dear u invit xchat final attempt contact u txt chat 86688 150p msgrcvdhg suite342 2land row w1j6hl ldn 18 yr,ham
716,k k detail want transfer acc enough,spam
717,cant pick phone right pl send messag,ham
719,anyway think secur anyth lemm know want drive south chill,ham
720,oh gei happend tron mayb ill dl 3d,ham
722,date sunday,ham
723,thank 4 continu support question week enter u in2 draw 4 å 100 cash name new us presid txt an 80082,ham
725,cant wait see photo use,ham
726,kothi print marandratha,ham
727,effect irrit ignor,ham
728,kalli wont bat 2nd inning,ham
729,rington club gr8 new poli direct mobil everi week,ham
732,r ì_ go send,ham
735,left vagu said would inform person account delay rent discuss hous agenc rent anoth place check onlin place around usc lt gt,ham
736,mmmmmm love much ahmad wait year begin everi second take closer side happi new year love,ham
738,plan famili set stone,ham
739,okay lor still let us go ah coz know later drop card box right,ham
740,nope go home go pump petrol lor like go 2 rain soon,ham
741,help propos go back tomorrow,ham
743,congrat 1 year special cinema pass 2 call 09061209465 c suprman v matrix3 starwars3 etc 4 free bx420 ip4 5we 150pm dont miss,ham
744,fuuuuck need stop sleepin sup,ham
745,well that nice bad cant eat,ham
749,storm msg wen u lift phne u say hello u knw wt real mean hello name girl ye u knw dat girl margaret hello girlfrnd f grahmbel invnt telphon moral one 4get name person,ham
750,sorri man account dri would want could trade back half could buy shit credit card,spam
752,sorri guess whenev get hold connect mayb hour two text,ham
753,panason bluetoothhdset free nokia free motorola free doublemin doubletxt orang contract call mobileupd8 08000839402 call 2optout,ham
754,aah cuddl would lush need lot tea soup kind fumbl,ham
755,pleas reserv ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve alreadi see net ticket avail want book ticket tackl,ham
756,meet darren,ham
757,one teach ship car,ham
758,okey dokey swashbuckl stuff oh,ham
759,si como listened2th plaid album quit gd new air1 hilari also boughtåóbraindanceåóa comp ofstuff aphexåõ abel,ham
760,danc river,spam
761,spjanuari male sale hot gay chat cheaper call 08709222922 nation rate 1 5p min cheap 7 8p min peak stop text call 08712460324 10p min,ham
762,mayb westshor hyde park villag place near hous,spam
766,ur face test 1 2 3 4 5 6 7 8 9 lt gt select number tell ur face astrolog wait quick repli,ham
767,guess got screwd,ham
768,teach app da come colleg,ham
769,long take get,ham
770,good movi ok leav hourish,ham
771,feel like tri kadeem v,ham
772,u,ham
773,cheer lou yeah goodnit shame u neva came c ya gailxx,ham
774,realli need 2 kiss u miss u babi ur babi 4eva,ham
775,u subscrib best mobil content servic uk å 3 per ten day send stop 83435 helplin 08706091795,ham
777,hi think match,ham
778,yeah imma come caus jay want drug,ham
779,book ticket pongal,ham
780,get 3 lion england tone repli lionm 4 mono lionp 4 poli 4 go 2 www rington co uk origin n best tone 3gbp network oper rate appli,ham
781,mean fat head,ham
782,final happen aftr decad beer cheaper petrol gover expect us drink drive,ham
783,ok go sleep hope meet,spam
784,food,ham
785,hey what u sleep morn,ham
786,otherwis part time job na tuition,ham
788,eh ur laptop got stock lei say mon muz come take look c got,spam
789,hey glad u r better hear u treat urself digi cam good r 9pm fab new year c u coupla wk,ham
790,ok said got wisdom teeth hidden insid n mayb need 2 remov,ham
791,jordan got vote last nite,ham
792,black shirt n blue jean thk c ì_,ham
793,wish u mani mani return day happi birthday vikki,ham
795,contact date servic someon know find call land line 09050000878 pobox45w2tg150p,ham
796,saw messag k da,spam
797,leav hous,ham
799,hope settl new school year wishin gr8 day,ham
801,ya nice readi thursday,ham
802,g want know fuck,spam
804,someon u know ask date servic 2 contact cant guess call 09058091854 reveal po box385 m6 6wu,ham
806,urgent pleas call 09061213237 landlin å 5000 cash luxuri 4 canari island holiday await collect cs sae po box 177 m227xi 150ppm 16,ham
808,alway look excus citi,ham
813,yup still coffe wif fren fren drove give lift,ham
814,die e toot fring,spam
815,make sure alex know birthday fifteen minut far concern,ham
816,yo jp hungri like mofo,ham
817,lmao nice 1,ham
818,twenti past five said train durham alreadi coz reserv seat,ham
819,thank babi cant wait tast real thing,ham
820,sent wife text buy tell relax go get wkend,ham
821,oki,ham
822,xma new year eve ticket sale club day 10am till 8pm thur fri sat night week sell fast,spam
823,okay book alreadi includ one bugi,spam
824,mark work tomorrow get 5 work hous meet u afterward,ham
825,went pay rent go bank authoris payment,ham
826,wat happen cruis thing,ham
827,didnt holla,ham
828,way transport less problemat sat night way u want ask n join bday feel free need know definit no book fri,ham
830,k tell anyth,spam
831,say quit least5tim day wudn take much notic nah mind gonna see want come taunton tonight u tell,ham
832,new year plan,spam
834,uncl atlanta wish guy great semest,ham
835,adult would learn experi real danger dont like peep use drug dont need comment,ham
836,duck chinchilla,spam
837,get cash togeth text jason,ham
839,still work time also tri ad zero save check lt gt,spam
840,well gonna finish bath good fine night,ham
841,thanx lot 4 ur help,ham
843,describ lucki actual awak noon,spam
844,urgent mobil å 2 000 bonu caller prize 02 06 03 2nd attempt reach call 09066362220 asap box97n7qp 150ppm,ham
845,much dirti fellow,ham
846,ì_ come n pick 530 ar,ham
847,natalja 25 f invit friend repli ye 440 440 see www sm ac u nat27081980 stop send stop frnd 62468,ham
849,poke man everyday teach canada abi say hi,spam
850,beauti truth express face could seen everyon depress heart could understood love one gud ni8,ham
851,import custom servic announc premier call freephon 0800 542 0578,ham
852,heart empti without love mind empti without wisdom eye r empti without dream amp life empti without frnd alwi touch good night amp sweet dream,ham
853,lol wtf random btw lunch break,ham
854,anyth valuabl 2 situat first get second loos,ham
855,hellogorg how u fone charg lst nitw wen u texd hopeu ad nice wkend im sure u lookin 4ward 2 c u 2mrw luv jaz,spam
857,hai ana tomarrow come morn lt decim gt ill sathi go rto offic repli came home,ham
858,ok come ur home half hour,ham
859,kaiez enjoy ur tuition gee thk e second option sound beta go yan jiu den msg u,ham
860,thank chikku gud nyt,ham
861,headin toward busetop,ham
862,sir need axi bank account bank address,ham
863,www applausestor com monthlysubscript 50p msg max6 month csc web age16 2stop txt stop,ham
864,singl line big mean miss anyth 4 ur best life,ham
866,phoni å 350 award today voda number end xxxx select receiv å 350 award match pleas call 08712300220 quot claim code 3100 standard rate app,ham
867,class get text,spam
868,seen facebook huh lol,spam
869,thanx4 today cer nice 2 catch ave 2 find time often oh well take care c u soon c,spam
870,ye rent expens way save,ham
871,oh god found number glad text back xafter msg cst std ntwk chg å 1 50,ham
872,saw guy doll last night patrick swayz great,ham
873,got lt gt way could pick,ham
874,k sent,ham
875,happen adventur,spam
876,daddi bb,ham
878,u noe 2 send file 2 comput,spam
880,go wipro interview today,spam
882,oh ye littl weather kind coccoon home,ham
883,beliv come home,ham
884,readi big day tomorrow,ham
885,doubl min txt orang 1 2 price linerent motorola sonyericsson b tooth free nokia free call mobileupd8 08000839402 or2optout hv9d,ham
886,free entri 2 weekli comp chanc win ipod txt pod 80182 get entri std txt rate c appli 08452810073 detail 18,ham
887,18 day euro2004 kickoff u kept inform latest news result daili unsubscrib send get euro stop 83222,ham
888,fuck babe miss alreadi know let send money toward net need want crave,ham
890,ful song lyric,ham
891,career tel ad u contact indyarock com send free sm remov phonebook sm lt gt,ham
892,told come wednesday,ham
894,dont know oh,ham
895,plan manag,ham
897,u studi sch go home anyway b go 2 sch later,ham
899,thank call forgot say happi onam sirji fine rememb met insur person meet qatar insha allah rakhesh ex tata aig join tissco tayseer,spam
900,aww first time u said u miss without ask miss u first love,ham
901,posibl dnt live lt gt centuri cm frwd n thnk differ,ham
902,ye mani sweet,ham
904,omg make wed chapel frontiervil get good stuff,ham
905,happi new year melodi,ham
906,join today formal pl keep pray talk later,spam
908,u noe wat time e place dat sell 4d close,ham
909,realli skateboard despit fact get thrown wind bandag shit arm everi five minut,spam
910,87077 kick new season 2wk free goal news ur mobil txt ur club name 87077 eg villa 87077,ham
912,need lar go engin co si art today,ham
913,ok,ham
914,think chuckin ur red green n black trainner 2 save carryin bac train,ham
916,collect ur laptop,ham
917,good afternoon sexi bun goe job search wake first thought alway love wish fine happi know ador,ham
918,said matter mind say matter,ham
919,parti alex nichol,ham
920,dear got lt gt dollar hi hi,ham
921,take phone callon friday assum year,ham
922,princess kitti shave natur,ham
923,take major role commun outreach rock mel,ham
924,urgent tri contact u today draw show å 800 prize guarante call 09050000460 land line claim j89 po box245c2150pm,ham
927,case guess see campu lodg,ham
928,cool text park,ham
929,prob send email,spam
930,hmm ill think ok forgiven,ham
931,use hope agent drop sinc book thing year whole boston nyc experi,ham
933,good morn princess,ham
934,fp,spam
935,comput fri essenti part keep spare fuck idiot roommat looovvv leav thing run full lt gt 7,ham
936,ok c ì_,ham
937,realli dun bluff leh u sleep earli nite,ham
938,custom servic announc recent tri make deliveri unabl pleas call 07099833605 schedul ref 9280114,spam
939,sent jd custom servic cum account execut ur mail id detail contact us,ham
940,hope great day,ham
941,worri easi ingredi,ham
942,oki,spam
943,check wid corect spele e sarcasm,ham
945,school start stay weather like food social support system like friend school thing import,ham
946,may call later pl,spam
947,fwiw reason around time smoke ga afford around someon tell appar happen somebodi want light,ham
948,custom place wil cal u sir,ham
949,hey hun onbu goin 2 meet want 2go 4a meal donyt feel like cuz 2 get last bu home he sweet latelyxxx,ham
950,feel nauseou piss eat sweet week caus today plan pig diet week hungri,ham
951,free today haf 2 pick parent tonit,ham
953,know account detail ask mom send mom reach,ham
954,hi happi birthday hi hi hi hi hi hi hi,spam
955,come tomorrow di,ham
956,sound like mani talent would like go dinner date next week,ham
957,yo im right yo work,ham
958,home watch tv lor,ham
959,aiyo bit pai seh ì_ noe scare dun rem die hee becom better lookin oredi leh,ham
960,mum hope great day hope text meet well full life great day abiola,ham
961,k k month kote birthday know,spam
962,want sent lt gt mesag today that sorri hurt,ham
963,ok feel like john lennon,ham
965,sir wait call free pleas call,ham
966,sorri help,ham
967,yar tot u knew di would happen long ago alreadi,ham
968,meet da call,ham
970,shall come get pickl,ham
971,open rebtel firefox load put plu sign user name place show two number lower number number pick number pin display okay,ham
972,good afternoon love goe day woke earli onlin wait hmmm italian boy onlin see grin,ham
973,respond,ham
974,ok lor town lei,ham
975,ok cool see ya,ham
976,hai priya right doctor said pa,ham
979,forget own privat properti good boy alway passion kiss,ham
980,packag program well,ham
981,hmmm still dont open,ham
982,chennai velacheri,spam
983,sound like plan cardiff still still cold sit radiat,ham
984,unbeliev faglord,ham
985,oh k k take test,ham
986,û leav around four ok,ham
987,also bring galileo dobbi,ham
988,ha ha nan yalrigu heltini iyo kothi chikku u share mani thing wit far told bodi even utter word abt u ur trust much tell other plz nxt time dont use word ok chikku b,ham
989,workin get job,ham
990,suck go u hair free right,ham
991,see half hour,ham
992,26th juli,ham
993,dear take care reach home love u lot,ham
995,uniqu user id 1172 remov send stop 87239 custom servic 08708034412,ham
997,block breaker come delux format new featur great graphic mobil buy å 5 repli get bbdelux take challeng,ham
998,see requir pleas,ham
999,4 costa del sol holiday å 5000 await collect call 09050090044 toclaim sae tc pobox334 stockport sk38xh costå 1 50 pm max10min,ham
1000,ok juz receiv,ham
1001,know jack shit anyth say ask someth help want pretend text whatev respons hypotheticalhuagauahahuagahyuhagga,spam
1003,alright hook guy,ham
1004,princess,ham
1005,k fyi x ride earli tomorrow morn crash place tonight,ham
